id,geometry,timestamp,dB,frequency,Spotter
1634038210,-122.42299,37.72286,-94.9583,39.1458,2023/08/06 03:29:00,9,14058.1,K3PA-1
1634037650,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 03:29:00,8,14058.1,NU6XB
1634037647,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 03:29:00,10,14058.1,W6BB
1634032894,-122.42299,37.72286,-112.0417,41.0625,2023/08/06 03:24:00,2,14057.6,NG7M
1634032716,-122.42299,37.72286,-112.0417,41.0625,2023/08/06 03:24:00,2,14057.6,NG7M
1634032356,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 03:23:00,9,14057.6,NU6XB
1634032348,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 03:23:00,11,14057.6,W6BB
1634032334,-122.42299,37.72286,-94.9583,39.1458,2023/08/06 03:23:00,11,14057.6,K3PA-1
1634032270,-122.42299,37.72286,-112.7917,34.0625,2023/08/06 03:23:00,5,14057.6,ND7K
1633913424,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 01:21:00,9,14057.5,W6BB
1633913356,-122.42299,37.72286,-112.7917,53.7292,2023/08/06 01:21:00,11,14057.5,VE6JY
1633913353,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 01:21:00,9,14057.5,NU6XB
1633912651,-122.42299,37.72286,-112.7917,53.7292,2023/08/06 01:20:00,8,14058.2,VE6JY
1633911989,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 01:19:00,9,14058.2,W6BB
1633911913,-122.42299,37.72286,-94.9583,39.1458,2023/08/06 01:19:00,3,14058.2,K3PA-1
1633911908,-122.42299,37.72286,-122.2917,37.8958,2023/08/06 01:19:00,9,14058.2,NU6XB
1633433568,-122.42299,37.72286,-112.0417,41.0625,2023/08/05 19:27:00,1,14057.4,NG7M
1633431914,-122.42299,37.72286,-123.0417,45.3542,2023/08/05 19:26:00,2,14057.5,K2PO/7
1633123386,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 15:26:00,5,14057.5,VE6JY
1633110500,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 15:16:00,7,14057.5,VE6JY
1633097605,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 15:05:00,8,14057.5,VE6JY
1633094443,-122.42299,37.72286,-114.4583,51.8125,2023/08/05 15:03:00,2,14057.5,VE6WZ
1633085682,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 14:55:00,7,14057.5,VE6JY
1633071300,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 14:43:00,9,14057.5,VE6JY
1633070113,-122.42299,37.72286,-114.4583,51.8125,2023/08/05 14:42:00,2,14057.5,VE6WZ
1633059951,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 14:33:00,11,14057.5,VE6JY
1633047581,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 14:23:00,12,14057.5,VE6JY
1633035340,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 14:12:00,13,14057.5,VE6JY
1633030261,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 14:08:00,7,14058.1,VE6JY
1633020381,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 14:00:00,2,14058.1,VE6JY
1632838141,-122.42299,37.72286,-80.9583,35.5625,2023/08/05 04:01:00,7,14058.1,W3OA
1632837997,-122.42299,37.72286,-94.9583,39.1458,2023/08/05 03:59:00,3,14058.1,K3PA-1
1632822926,-122.42299,37.72286,-112.7917,53.7292,2023/08/05 00:31:00,11,14058.1,VE6JY
1632822925,-122.42299,37.72286,-110.7917,32.4375,2023/08/05 00:31:00,10,14058.1,KO7SS
1632819904,-122.42299,37.72286,-110.7917,32.4375,2023/08/04 23:53:00,5,14058.1,KO7SS
1632819253,-122.42299,37.72286,-112.7917,53.7292,2023/08/04 23:43:00,4,14058.1,VE6JY
1632819107,-122.42299,37.72286,-110.7917,32.4375,2023/08/04 23:41:00,6,14058.1,KO7SS
1632819102,-122.42299,37.72286,-112.7917,34.0625,2023/08/04 23:41:00,7,14058.1,ND7K
1632818718,-122.42299,37.72286,-110.7917,32.4375,2023/08/04 23:36:00,6,14058.1,KO7SS
1632818586,-122.42299,37.72286,-112.7917,34.0625,2023/08/04 23:34:00,9,14057.5,ND7K
1632818304,-122.42299,37.72286,-112.7917,34.0625,2023/08/04 23:30:00,10,14058.1,ND7K
1632677924,-122.42299,37.72286,-112.7917,53.7292,2023/08/04 14:39:00,9,14057.6,VE6JY
1632677211,-122.42299,37.72286,-112.7917,53.7292,2023/08/04 14:36:00,6,14058.2,VE6JY
1632600943,-122.42299,37.72286,-112.7917,34.0625,2023/08/04 06:28:00,3,14058.1,ND7K
1632558045,-122.42299,37.72286,-114.4583,51.8125,2023/08/04 02:24:00,4,14058.2,VE6WZ
1632557976,-122.42299,37.72286,-110.7917,32.4375,2023/08/04 02:24:00,9,14057.5,KO7SS
1632557923,-122.42299,37.72286,-112.7917,53.7292,2023/08/04 02:23:00,4,14058.2,VE6JY
1632557753,-122.42299,37.72286,-110.7917,32.4375,2023/08/04 02:21:00,12,14058.2,KO7SS
