-122.602724116207,37.902940353364,-117.004752065499,44.2453489980338,1899/12/30 00:00:00,579,141058.3,45010
-122.602724116207,37.902940353364,-94.6939620874021,31.404481154984,1899/12/30 00:00:00,599,141058.3,45010
-122.602724116207,37.902940353364,-116.97441831097,44.2532728161084,1899/12/30 00:00:00,599,141058.3,45010
-122.602724116207,37.902940353364,-111.815096577121,46.6190964028952,1899/12/30 00:00:00,339,141058.3,45010
-122.602724116207,37.902940353364,-81.496048562764,42.9095327824118,1899/12/30 00:00:00,339,141058.3,45010
-122.602724116207,37.902940353364,-84.4420924127246,38.0063927343189,1899/12/30 00:00:00,449,141058.3,45010
-122.602724116207,37.902940353364,-113.276741179058,37.2069555944238,1899/12/30 00:00:00,549,141058.3,45010
-122.602724116207,37.902940353364,-116.97441831097,44.2532728161084,1899/12/30 00:00:00,599,141058.3,45010
-122.602724116207,37.902940353364,-122.233109836931,37.8391969479255,1899/12/30 00:00:00,559,141058.3,45010
-122.602724116207,37.902940353364,-104.788041173935,39.6109911228277,1899/12/30 00:00:00,339,141058.3,45010
-122.602724116207,37.902940353364,-117.004752065499,44.2453489980338,1899/12/30 00:00:00,559,141058.3,45010
-122.602724116207,37.902940353364,-83.3987521694118,30.8669810546954,1899/12/30 00:00:00,339,141058.3,45010
-122.602724116207,37.902940353364,-94.6939620874021,31.404481154984,1899/12/30 00:00:00,229,141058.3,45010
-122.602724116207,37.902940353364,-111.838002599082,40.5495895667345,1899/12/30 00:00:00,579,141058.3,45010
-122.602724116207,37.902940353364,-105.06236024656,40.4897901582518,1899/12/30 00:00:00,559,141058.3,45011
